Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2018-01-19 04:40:37,322 | INFO  | Event Dispatcher | fileinstall                      | 7 - org.apache.felix.fileinstall - 3.5.2 | Creating configuration from org.apache.karaf.features.repos.cfg
2018-01-19 04:40:52,655 | INFO  | rd-dispatcher-28 | ShardInformation                 | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | updatePeerAddress for peer host-192-168-11-10-shard-toaster-config with address akka.tcp://opendaylight-cluster-data@192.168.11.10:2550/user/shardmanager-config/host-192-168-11-10-shard-toaster-config
2018-01-19 04:40:52,660 | INFO  | rd-dispatcher-28 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received MemberUp: memberName: MemberName{name=host-192-168-11-12}, address: akka.tcp://opendaylight-cluster-data@192.168.11.12:2550
2018-01-19 04:40:52,661 | INFO  | rd-dispatcher-28 | ShardInformation                 | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | updatePeerAddress for peer host-192-168-11-12-shard-default-config with address akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-default-config
2018-01-19 04:40:52,661 | INFO  | rd-dispatcher-28 | ShardInformation                 | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | updatePeerAddress for peer host-192-168-11-12-shard-topology-config with address akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-topology-config
2018-01-19 04:40:52,661 | INFO  | rd-dispatcher-28 | ShardInformation                 | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | updatePeerAddress for peer host-192-168-11-12-shard-inventory-config with address akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-inventory-config
2018-01-19 04:40:52,661 | INFO  | rd-dispatcher-28 | ShardInformation                 | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | updatePeerAddress for peer host-192-168-11-12-shard-toaster-config with address akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-toaster-config
2018-01-19 04:40:52,670 | INFO  | Event Dispatcher | DistributedDataStoreFactory      | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | Data store config is using ask-based protocol
2018-01-19 04:40:55,169 | INFO  | Event Dispatcher | AbstractDataStore                | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | Beginning to wait for data store to become ready : ClientIdentifier{frontend=host-192-168-11-12-frontend-datastore-config, generation=0}
2018-01-19 04:40:55,183 | INFO  | rd-dispatcher-32 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Shard created : host-192-168-11-12-shard-topology-config, persistent : true
2018-01-19 04:40:55,183 | INFO  | rd-dispatcher-25 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Shard created : host-192-168-11-12-shard-default-config, persistent : true
2018-01-19 04:40:55,183 | INFO  | rd-dispatcher-34 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Shard created : host-192-168-11-12-shard-toaster-config, persistent : true
2018-01-19 04:40:55,183 | INFO  | rd-dispatcher-33 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Shard created : host-192-168-11-12-shard-inventory-config, persistent : true
2018-01-19 04:40:55,219 | INFO  | ult-dispatcher-2 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier:akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-topology-config/host-192-168-11-12-shard-topology-config-notifier#2082742775 created and ready for shard:host-192-168-11-12-shard-topology-config
2018-01-19 04:40:55,219 | INFO  | ult-dispatcher-4 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier:akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-toaster-config/host-192-168-11-12-shard-toaster-config-notifier#-1660878907 created and ready for shard:host-192-168-11-12-shard-toaster-config
2018-01-19 04:40:55,219 | INFO  | ult-dispatcher-2 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier:akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-default-config/host-192-168-11-12-shard-default-config-notifier#-251089418 created and ready for shard:host-192-168-11-12-shard-default-config
2018-01-19 04:40:55,219 | INFO  | lt-dispatcher-19 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier:akka.tcp://opendaylight-cluster-data@192.168.11.12:2550/user/shardmanager-config/host-192-168-11-12-shard-inventory-config/host-192-168-11-12-shard-inventory-config-notifier#-421494054 created and ready for shard:host-192-168-11-12-shard-inventory-config
2018-01-19 04:40:55,224 | INFO  | rd-dispatcher-32 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Starting recovery for host-192-168-11-12-shard-topology-config with journal batch size 1
2018-01-19 04:40:55,224 | INFO  | rd-dispatcher-33 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Starting recovery for host-192-168-11-12-shard-inventory-config with journal batch size 1
2018-01-19 04:40:55,224 | INFO  | rd-dispatcher-34 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Starting recovery for host-192-168-11-12-shard-toaster-config with journal batch size 1
2018-01-19 04:40:55,224 | INFO  | rd-dispatcher-25 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Starting recovery for host-192-168-11-12-shard-default-config with journal batch size 1
2018-01-19 04:40:55,236 | INFO  | rd-dispatcher-33 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Recovery completed - Switching actor to Follower - Persistence Id =  host-192-168-11-12-shard-toaster-config Last index in log = -1, snapshotIndex = -1, snapshotTerm = -1, journal-size = 0
2018-01-19 04:40:55,236 | INFO  | rd-dispatcher-34 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Recovery completed - Switching actor to Follower - Persistence Id =  host-192-168-11-12-shard-topology-config Last index in log = -1, snapshotIndex = -1, snapshotTerm = -1, journal-size = 0
2018-01-19 04:40:55,236 | INFO  | rd-dispatcher-32 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Recovery completed - Switching actor to Follower - Persistence Id =  host-192-168-11-12-shard-default-config Last index in log = -1, snapshotIndex = -1, snapshotTerm = -1, journal-size = 0
2018-01-19 04:40:55,236 | INFO  | rd-dispatcher-25 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | Recovery completed - Switching actor to Follower - Persistence Id =  host-192-168-11-12-shard-inventory-config Last index in log = -1, snapshotIndex = -1, snapshotTerm = -1, journal-size = 0
2018-01-19 04:40:55,241 | INFO  | ult-dispatcher-3 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-topology-config , received role change from null to Follower
2018-01-19 04:40:55,241 | INFO  | lt-dispatcher-19 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-inventory-config , received role change from null to Follower
2018-01-19 04:40:55,241 | INFO  | ult-dispatcher-4 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-toaster-config , received role change from null to Follower
2018-01-19 04:40:55,241 | INFO  | lt-dispatcher-36 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-default-config , received role change from null to Follower
2018-01-19 04:40:55,247 | INFO  | ult-dispatcher-4 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-default-config , registered listener akka://opendaylight-cluster-data/user/shardmanager-config
2018-01-19 04:40:55,247 | INFO  | ult-dispatcher-3 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-toaster-config , registered listener akka://opendaylight-cluster-data/user/shardmanager-config
2018-01-19 04:40:55,247 | INFO  | lt-dispatcher-19 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-topology-config , registered listener akka://opendaylight-cluster-data/user/shardmanager-config
2018-01-19 04:40:55,247 | INFO  | lt-dispatcher-36 | RoleChangeNotifier               | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | RoleChangeNotifier for host-192-168-11-12-shard-inventory-config , registered listener akka://opendaylight-cluster-data/user/shardmanager-config
2018-01-19 04:40:55,248 | INFO  | rd-dispatcher-28 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received role changed for host-192-168-11-12-shard-inventory-config from null to Follower
2018-01-19 04:40:55,248 | INFO  | rd-dispatcher-28 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received role changed for host-192-168-11-12-shard-topology-config from null to Follower
2018-01-19 04:40:55,249 | INFO  | rd-dispatcher-28 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received role changed for host-192-168-11-12-shard-toaster-config from null to Follower
2018-01-19 04:40:55,249 | INFO  | rd-dispatcher-28 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received role changed for host-192-168-11-12-shard-default-config from null to Follower
2018-01-19 04:41:02,213 | INFO  | rd-dispatcher-39 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | host-192-168-11-12-shard-default-config (Follower): Term 2 in "RequestVote [term=2, candidateId=host-192-168-11-10-shard-default-config, lastLogIndex=-1, lastLogTerm=-1]" message is greater than follower's term 0 - updating term
2018-01-19 04:41:02,241 | INFO  | rd-dispatcher-39 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | host-192-168-11-12-shard-toaster-config (Follower): Term 2 in "RequestVote [term=2, candidateId=host-192-168-11-10-shard-toaster-config, lastLogIndex=-1, lastLogTerm=-1]" message is greater than follower's term 0 - updating term
2018-01-19 04:41:02,307 | INFO  | rd-dispatcher-39 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | host-192-168-11-12-shard-inventory-config (Follower): Term 2 in "RequestVote [term=2, candidateId=host-192-168-11-10-shard-inventory-config, lastLogIndex=-1, lastLogTerm=-1]" message is greater than follower's term 0 - updating term
2018-01-19 04:41:02,311 | INFO  | rd-dispatcher-39 | Shard                            | 218 - org.opendaylight.controller.sal-clustering-commons - 1.5.3.SNAPSHOT | host-192-168-11-12-shard-topology-config (Follower): Term 2 in "RequestVote [term=2, candidateId=host-192-168-11-10-shard-topology-config, lastLogIndex=-1, lastLogTerm=-1]" message is greater than follower's term 0 - updating term
2018-01-19 04:41:02,973 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received LeaderStateChanged message: LeaderStateChanged [memberId=host-192-168-11-12-shard-default-config, leaderId=host-192-168-11-10-shard-default-config, leaderPayloadVersion=5]
2018-01-19 04:41:02,975 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received LeaderStateChanged message: LeaderStateChanged [memberId=host-192-168-11-12-shard-toaster-config, leaderId=host-192-168-11-10-shard-toaster-config, leaderPayloadVersion=5]
2018-01-19 04:41:02,975 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received LeaderStateChanged message: LeaderStateChanged [memberId=host-192-168-11-12-shard-topology-config, leaderId=host-192-168-11-10-shard-topology-config, leaderPayloadVersion=5]
2018-01-19 04:41:02,975 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: Received LeaderStateChanged message: LeaderStateChanged [memberId=host-192-168-11-12-shard-inventory-config, leaderId=host-192-168-11-10-shard-inventory-config, leaderPayloadVersion=5]
2018-01-19 04:41:02,976 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config: All Shards are ready - data store config is ready, available count is 1
2018-01-19 04:41:02,976 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-default-config status sync done false
2018-01-19 04:41:02,976 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-topology-config status sync done false
2018-01-19 04:41:02,977 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-inventory-config status sync done false
2018-01-19 04:41:02,979 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-default-config status sync done true
2018-01-19 04:41:02,979 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-inventory-config status sync done true
2018-01-19 04:41:02,979 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-topology-config status sync done true
2018-01-19 04:41:02,979 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-toaster-config status sync done false
2018-01-19 04:41:02,980 | INFO  | rd-dispatcher-39 | ShardManager                     | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | shard-manager-config Received follower initial sync status for host-192-168-11-12-shard-toaster-config status sync done true
2018-01-19 04:41:02,982 | INFO  | Event Dispatcher | DistributedDataStoreFactory      | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | Create data store instance of type : operational
2018-01-19 04:41:02,985 | INFO  | Event Dispatcher | FileModuleShardConfigProvider    | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | module shards config file exists - reading config from it
2018-01-19 04:41:02,986 | INFO  | Event Dispatcher | FileModuleShardConfigProvider    | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | modules config file exists - reading config from it
2018-01-19 04:41:02,987 | INFO  | Event Dispatcher | AbstractDataStore                | 225 - org.opendaylight.controller.sal-distributed-datastore - 1.5.3.SNAPSHOT | Creating ShardManager : shardmanager-operational
